LS_Pred,Crash cause
1.4510888791610101,4
2.036170154774075,2
2.230899344375985,4
1.9702549485878476,2
1.5838123053457132,4
1.5739501662281727,2
2.0280706161521946,4
1.4425619480884446,4
1.6817475765838514,2
1.6041455763600059,5
2.267457764930538,2
2.2725799682628134,4
1.7554134097741243,4
1.8095145311404752,4
